user,chunk_id,mousedata_X_mean,mousedata_X_std,mousedata_X_min,mousedata_X_max,mousedata_Y_mean,mousedata_Y_std,mousedata_Y_min,mousedata_Y_max,mousedata_rows,mouse_speed_Speed(ms)_mean,mouse_speed_Speed(ms)_std,mouse_speed_Speed(ms)_min,mouse_speed_Speed(ms)_max,mouse_speed_rows,activewindows_BG_App_Cnt_mean,activewindows_BG_App_Cnt_std,activewindows_BG_App_Cnt_min,activewindows_BG_App_Cnt_max,activewindows_rows,risk
user 1,0,696.956,153.74043810467444,433,1087,508.684,185.9161902675698,25,709,500,1.3172196142040793,0.49154699367154114,0.991762421328446,2.2158528762324297,12.0,8.0,0.0,8.0,8.0,2.0,MEDIUM
user 1,1,755.244,164.12701123103187,459,1015,450.628,256.226355996049,-69,779,500,15.71014596044158,32.03647877534353,0.987855306857494,108.96458650938446,12.0,8.0,0.0,8.0,8.0,5.0,MEDIUM
user 1,2,501.332,321.1493103450016,97,1103,176.942,69.46531145103994,34,317,500,28.965498098084204,72.90036518554973,0.6519342563418534,222.2772253201908,9.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,3,752.696,290.4364340582237,54,1336,332.258,301.0721446906326,-8,764,500,1.9446450874121246,0.8492103909154007,0.5975407612430281,3.3327223342387224,15.0,8.0,0.0,8.0,8.0,4.0,MEDIUM
user 1,4,1057.582,138.49611410883156,810,1211,397.608,304.6550504020423,-4,756,500,4.979111808264205,7.110770935073524,0.937954321624537,25.9397937387324,12.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,5,1084.382,192.59188806046163,482,1269,529.464,234.3947493033963,-15,759,500,6.59481811458541,11.57055711355557,0.3672123779213925,46.79801974677293,16.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,6,1016.99,205.12347789164636,674,1265,575.574,139.01149922878923,236,751,500,6.228442486756967,5.894001859892054,0.9631851376680516,18.91831073424951,11.0,8.0,0.0,8.0,8.0,2.0,MEDIUM
user 1,7,838.58,290.8074854386908,152,1224,296.966,327.92549016231783,-8,753,500,7.3299839725579865,15.68852855849292,0.87340821353084,53.82136688331428,11.0,8.0,0.0,8.0,8.0,1.0,MEDIUM
user 1,8,783.586,111.41785530587961,447,1006,583.136,160.03180265097134,3,794,500,10.718072597644388,23.55975009632096,0.9753632984445882,79.81490922550606,11.0,8.0,0.0,8.0,8.0,10.0,MEDIUM
user 1,9,718.016,113.97522734742755,412,954,249.922,105.10780759980142,156,459,500,5.935627247933703,7.775319861257833,0.9531452841230778,22.743094010062336,8.0,8.2,0.4216370213557839,8.0,9.0,10.0,MEDIUM
user 1,10,737.612,106.44035209029616,595,890,457.42,111.66561700022116,187,597,500,4.233499112742967,6.056975729364189,0.1786977615067509,20.868258682934638,15.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,11,638.58,49.765659261014186,474,715,437.58,139.45561062456161,185,579,500,3.885707578033591,3.969896962645558,0.9888291965663896,14.935508474407508,11.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,12,667.624,37.03546780792033,590,720,330.278,172.88589236707293,126,674,500,3.220141561763363,3.038265599510429,0.975362347111952,11.948442470738762,12.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,13,700.6427145708583,68.44704589546848,513,808,242.69261477045907,39.52307332874433,164,360,501,7.160781257288628,10.158517651218421,0.9839788562623368,25.86254059672839,10.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,14,734.1037924151697,46.087061151572925,598,829,191.3812375249501,26.39682494667624,153,259,501,6.048563859987944,6.566384704747844,0.953110762907979,22.923938372480112,18.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,15,699.272,86.85720675182606,574,866,539.924,111.24787820362967,255,686,500,18.446026417097492,20.938664301395242,0.9888331077145792,51.673937454661086,10.0,9.0,0.0,9.0,9.0,2.0,MEDIUM
user 1,16,799.638,122.62118440845147,568,1018,450.28,220.49279295135014,-9,771,500,3.977558600196434,3.2304402002713974,0.9957015563811028,9.957045306547554,8.0,9.0,0.0,9.0,9.0,5.0,MEDIUM
user 1,17,1179.994,218.9386998055508,589,1397,340.39,291.1902220040734,-12,829,500,7.024740541608529,11.261211479645656,0.9839701424099988,32.31267704654298,7.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,18,791.476,350.00731945395466,202,1233,232.402,175.9050356275176,-6,637,500,5.724802106619443,10.880014653591932,0.517308629432171,35.80977845683728,10.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,19,442.214,319.1361715568951,-9,1080,308.178,126.1198904595904,-30,783,500,4.047740864158801,6.041577754333669,0.9830019306157916,21.169662334263197,11.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,20,421.392,245.44674890716763,26,913,330.388,206.10997088009202,14,769,500,3.153135794744692,3.2138867220903187,0.6274560984654306,10.85572738307888,13.0,9.0,0.0,9.0,9.0,3.0,MEDIUM
user 1,21,587.056,331.9929690928019,128,1006,584.034,132.97813057198854,323,846,500,2.500807222705002,2.9661820763085203,0.0509152059178947,8.979168329475616,10.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,22,518.204,315.36223150230944,68,1360,390.562,197.94374354147803,-20,738,500,6.078584298580014,6.434226139553368,0.9839788562623368,17.90487141815534,8.0,9.0,0.0,9.0,9.0,2.0,MEDIUM
user 1,23,552.304,411.65236659814275,-16,1159,223.598,203.40031408909644,-6,789,500,76.59303369070228,224.05110683255955,0.9878543310003508,749.7640184961706,11.0,9.0,0.0,9.0,9.0,5.0,MEDIUM
user 1,24,272.172,202.439358336286,22,1029,323.722,117.94294294947522,-32,549,500,2.2973207446484505,1.91576663799855,0.2460548185530254,6.98380455723178,13.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,25,405.142,313.15376478144657,53,968,303.0,121.2227450102316,48,610,500,3.244553787528392,5.068814432435507,0.9801317493097425,19.06547952280838,12.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,26,402.764,144.00971460217397,76,673,463.56,149.55063753248513,242,756,500,22.78477817045295,41.03329669042754,1.9914050956073583,128.67465109373452,9.0,9.0,0.0,9.0,9.0,1.0,MEDIUM
user 1,27,491.77,117.5766031795036,212,730,395.79,193.17276550970982,137,797,500,3.9657183593838554,2.4717456198232717,0.9907817664449958,7.957720630291263,11.0,9.0,0.0,9.0,9.0,2.0,MEDIUM
user 1,28,253.628,222.46009665827808,43,877,306.298,267.2883149009046,16,765,500,3.473532809021182,1.7061491963773245,0.99471606824548,6.357515809779494,9.0,9.0,0.0,9.0,9.0,4.0,MEDIUM
user 1,29,199.56,143.06546002338723,51,599,230.842,124.86446775049028,22,584,500,2.2377244403134937,1.2136327767384265,0.9898040287003578,4.99339872688306,12.0,8.0,1.4142135623730951,7.0,9.0,2.0,MEDIUM
user 1,30,261.58,160.17270113342272,73,732,270.1,165.06033997197304,23,580,500,3.0636388770785854,2.440193775851415,0.9801288673434784,8.881950002516554,11.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,31,541.08,327.4183733121352,23,1448,373.662,220.13255197011128,-48,806,500,3.6392283334776265,3.1586261559690545,0.9477091973282183,10.931025230793692,12.0,7.0,0.0,7.0,7.0,4.0,MEDIUM
user 1,32,512.352,290.8365174040416,105,1015,436.546,121.90090872136348,231,739,500,3.292007250528968,2.1655602102285867,0.9868862554377432,6.969952534623239,11.0,7.0,0.0,7.0,7.0,1.0,MEDIUM
user 1,33,371.854,122.14038329095304,33,532,385.124,106.43202608403499,249,601,500,4.48305843188113,5.626897750758293,0.9907847113992754,15.97885996826199,10.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,34,509.352,55.317702341879404,394,631,382.336,159.12823348917934,205,714,500,1.4402277958134606,0.6870416864040811,0.9859103551150508,2.9960362440491237,10.0,7.0,0.0,7.0,7.0,2.0,MEDIUM
user 1,35,513.022,100.85538723473594,359,798,408.408,201.5577848093059,156,770,500,3.887189145632256,3.349952060078419,0.9878562827165652,8.970245695029586,9.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,36,310.182,172.42518890096966,58,610,295.864,198.75037843953837,20,758,500,3.868692384827954,4.6567411081104995,0.9734577022893778,17.92264586046623,13.0,7.0,0.0,7.0,7.0,5.0,MEDIUM
user 1,37,238.146,174.64955085894283,66,562,360.682,137.29266341233864,182,701,500,2.8849762356257957,3.2020439691949427,0.8787662824407558,9.927440338565424,13.0,7.0,0.0,7.0,7.0,1.0,MEDIUM
user 1,38,582.174,244.73051664136844,-25,1144,267.936,217.02731998354142,7,844,500,14.804570600952808,18.582646368332565,0.9820500884827128,53.886361361939294,9.0,7.0,0.0,7.0,7.0,2.0,MEDIUM
user 1,39,349.66,159.46162051363225,-20,562,404.744,189.17904716901273,225,814,500,3.0204134753973877,2.868079298267804,0.1218611240165426,9.996761049419987,11.0,7.0,0.0,7.0,7.0,1.0,MEDIUM
user 1,40,349.83,150.40517455548573,-6,553,337.926,73.80150301786131,227,486,500,9.357564419060276,17.42238878451508,0.9830115936387354,57.924263800568106,12.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,41,378.174,122.69165500724503,18,536,326.702,97.72703998735139,215,611,500,2.226878040498546,2.28585211868935,0.5674438188061095,8.97023675444874,17.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,42,403.858,344.362106447143,-10,1248,268.842,78.03843303180889,107,533,500,2.345209507418753,2.975578599984336,0.220658683823909,9.976843745666308,9.0,7.0,0.0,7.0,7.0,2.0,MEDIUM
user 1,43,392.272,169.26463022761777,23,786,321.372,88.62511177354727,147,486,500,2.232687631057647,1.3510169567071473,0.9888272410038972,4.973575393932039,12.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,44,266.184,238.7183592732411,22,1114,334.102,156.9036810474901,-71,640,500,6.136404577676617,11.505514142187248,0.0156066044465681,39.69754440914671,11.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,45,414.812,126.79452021563638,66,585,310.974,114.34717257436454,111,616,500,4.847153626783177,7.3818299747295955,0.6900715949279738,26.96429926776947,12.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,46,516.988,425.4028479242283,-14,1265,315.138,118.64620009758083,169,594,500,3.6879013424560703,4.323782177897426,0.9868823596751972,12.957008645314849,7.0,7.0,0.0,7.0,7.0,2.0,MEDIUM
user 1,47,464.93,242.7805632743437,-3,813,257.478,126.07688240336967,41,513,500,2.0310377485234246,2.567900190120315,0.5481719834780965,9.996731068940456,13.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,48,556.31,69.47352763523793,377,723,240.34,52.64975206765528,134,345,500,3.52352369789666,3.854422647323389,0.9335865219980992,11.974960357891648,11.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,49,559.138,429.0690987930478,3,1160,130.464,90.195827389947,-18,325,500,14.178492419581932,27.705205917177352,0.9849470541711032,90.87976606949007,10.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,50,683.272,274.32812808700356,114,1061,69.858,91.06938619648432,-27,285,500,9.701416568860619,12.578087181082969,0.9868833336129504,36.84099426873613,10.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,51,442.688,181.9655505285501,-3,751,379.324,89.35129731943086,49,496,500,5.283118423133383,6.738498714188545,0.9868833336129504,20.951371865899247,12.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,52,598.902,75.51583727509559,488,787,526.068,65.83077363600574,395,738,500,1.2946962063674212,0.8721958743707103,0.0569927415184257,2.993059095956477,14.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,53,640.34,92.12294869005606,377,809,309.6,150.22673578390956,58,610,500,3.1671891261293887,3.2069438151666105,0.9917643885177484,11.912952059302675,16.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,54,532.114,79.0178501687472,268,629,357.704,86.07204643992561,176,490,500,2.5909758178201447,2.113641833965568,0.9927460049418896,7.833383923937843,11.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,55,533.182,36.60301130882195,460,590,408.064,51.39898457392384,290,511,500,6.365840619252062,5.90761346662403,0.9868823596751972,18.88089928729574,10.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,56,388.468,233.10681360504714,14,740,324.252,124.60361398143502,103,514,500,7.800000030170799,15.016139413134889,0.3052276647367121,51.673937454661086,11.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,57,412.9,327.1423822688725,14,1169,144.794,86.54797900204647,-7,300,500,1.9894596441898291,1.0613302863305987,0.9868833336129504,3.9631388455971015,8.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,58,599.61,158.785867770426,295,1042,254.718,153.28573158325608,59,608,500,2.359048866338339,3.138049734127417,0.9898069678451308,11.984156944519343,12.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,59,670.49,283.4558171930878,164,1244,343.556,152.7065993169578,60,573,500,3.020066464020013,3.819546286436564,0.3706956720812037,13.9814885092138,11.0,7.0,0.0,7.0,7.0,2.0,MEDIUM
user 1,60,622.45,401.360621133156,2,1147,242.806,224.85575951969378,-2,800,500,7.70931015931538,13.9599228012134,0.7038773789295715,45.57600641234594,11.0,7.0,0.0,7.0,7.0,1.0,MEDIUM
user 1,61,555.38,173.84248623406214,159,739,588.636,111.34934601386499,320,899,500,3.3700860746113572,3.9130385131687744,0.3167004374899844,10.95274983720231,11.0,7.0,0.0,7.0,7.0,1.0,MEDIUM
user 1,62,468.496,156.47614371239536,11,749,511.534,94.06127732379338,354,707,500,6.103875631556514,8.429817249596525,0.4288594996238902,31.67388567310966,16.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,63,652.666,136.16835935038782,356,861,595.05,66.16284867726132,425,750,500,2.81740366294678,2.2504197895829474,0.5422781756894525,6.969917834625756,9.0,7.0,0.0,7.0,7.0,1.0,MEDIUM
user 1,64,294.402,189.27795615277216,18,610,470.112,164.87590358559473,242,778,500,22.050302578519062,31.130218721377002,0.9878562827165652,84.46011390492426,8.0,7.0,0.0,7.0,7.0,1.0,MEDIUM
user 1,65,544.768,230.3571205367091,112,910,589.322,115.56865727821787,351,817,500,3.2297795408076317,4.508721977353224,0.3793692909663825,15.774596786517453,21.0,7.0,0.0,7.0,7.0,1.0,MEDIUM
user 1,66,575.58,146.43995671210672,350,910,628.168,49.88519661867002,582,777,500,2.858752059249306,4.593448326423905,0.8376563380847992,17.940455627771424,13.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,67,794.258,247.9771052445183,350,1173,354.17,247.96713592934447,-13,763,500,13.28371237490462,23.02261669405858,0.9976843745666308,79.1834374961243,11.0,7.0,0.0,7.0,7.0,3.0,MEDIUM
user 1,68,353.698,149.11307190325348,114,768,301.654,108.14214595366104,115,673,500,6.162162868325293,7.48651980427939,0.977264909153454,25.811370504354176,10.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,69,721.4,176.13106569997586,448,1043,433.146,241.0795124988712,-2,756,500,8.654411944421287,15.147448693578797,0.9791739492729143,53.76799111832442,12.0,7.0,0.0,7.0,7.0,2.0,MEDIUM
user 1,70,501.292,372.8123399481772,-4,1098,181.736,103.32274426749383,21,360,500,23.46837492153552,20.26851234301798,0.9976853699417352,55.86452275323484,11.0,0.0,0.0,0.0,0.0,0.0,MEDIUM
user 1,71,644.558,264.71460534047065,142,1026,377.366,230.60907426696923,44,822,500,46.47277687103387,67.85374743891317,0.8060070090369507,200.9324459148544,8.0,7.0,0.0,7.0,7.0,3.0,MEDIUM
user 1,72,571.242,329.0708048813363,-51,966,597.338,122.808695569226,372,746,500,7.2063338160987565,11.63220525032521,0.1151174852600693,32.728257279805774,11.0,8.0,0.0,8.0,8.0,1.0,MEDIUM
user 1,73,903.448,246.889790053914,533,1263,517.188,219.7035273632896,94,772,500,20.775374874584365,34.07236626825686,0.9513073341038922,105.64956040812623,11.0,8.0,0.0,8.0,8.0,3.0,MEDIUM
user 1,74,764.114,242.36081889834037,343,1176,182.652,275.1475590560618,-6,738,500,14.42203001971568,26.574953569224917,0.9878562827165652,94.30131386748933,12.0,8.0,0.0,8.0,8.0,1.0,MEDIUM
